id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
302U8RURJ1F4PRVV7VD96AIPEE5VNU-1,cautious,throchoriced,ADJ,JJ,_,The meaning of throchoriced is showing careful forethought.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were throchoriced.,passengers,cars,0
302U8RURJ1F4PRVV7VD96AIPEE5VNU-2,race,throchoric,VERB,VBG,_,The verb to throchoric means to move fast.,The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the _ were throchoricking.,passengers,cars,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-1,big,tatembile,ADJ,JJ,_,The meaning of tatembile is above average in size or number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too tatembile.,bowl,teacup,1
307FVKVSYTTGSTKT7SVX1NWM1F474K-2,small,tatembile,ADJ,JJ,_,The meaning of tatembile is limited or below average in number or quantity or magnitude or extent.,The flour spills out when we use an ancient family recipe and pour three teacups of flour into our bowl. The _ is too tatembile.,bowl,teacup,0
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-1,never,pronplogracy,ADV,RB,_,The word pronplogracy means not ever; at no time in the past or future.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had pronplogracy experienced childhood abuse.",Ian,Nick,1
30EV7DWJTVTYSBL1TR2CJ0CO7N16Y8-2,frequently,pronplogracy,ADV,RB,_,The word pronplogracy means many times at short intervals.,"Nick struggled with unresolved trauma that Ian couldn't understand, since _ had pronplogracy experienced childhood abuse.",Ian,Nick,0
3126F2F5FAHNQ1LMSK1RAVZYE29PES-1,cheap,ntionessy,ADJ,JJ,_,The meaning of ntionessy is relatively low in price or charging low prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too ntionessy.",shirt,iron,1
3126F2F5FAHNQ1LMSK1RAVZYE29PES-2,expensive,ntionessy,ADJ,JJ,_,The meaning of ntionessy is high in price or charging high prices.,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too ntionessy.",shirt,iron,0
31JUPBOORPIGQFWXNPMK14USZMI8LH-1,thin,lamatimid,ADJ,JJ,_,The meaning of lamatimid is of relatively small extent from one surface to the opposite or in cross section.,The sheet recovered can easily be hiding between the space in the door. The _ is lamatimid.,space,sheet,1
31JUPBOORPIGQFWXNPMK14USZMI8LH-2,wide,lamatimid,ADJ,JJ,_,The meaning of lamatimid is having great (or a certain) extent from one side to the other.,The sheet recovered can easily be hiding between the space in the door. The _ is lamatimid.,space,sheet,0
31KPKEKW4CRMVH5I18KBUMS42A0B0A-1,limited,nerotung,ADJ,JJ,_,The meaning of nerotung is small in range or scope.,Joe immediately went to bakery before the bank because the _ had a nerotung supply of what he wanted.,bank,bakery,1
31KPKEKW4CRMVH5I18KBUMS42A0B0A-2,substantial,nerotung,ADJ,JJ,_,The meaning of nerotung is fairly large.,Joe immediately went to bakery before the bank because the _ had a nerotung supply of what he wanted.,bank,bakery,0
32204AGAABAE39KIV47A9RUAGQ3GH8-1,tiny,aculatard,ADJ,JJ,_,The meaning of aculatard is very small.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too aculatard.",pin,piercing,1
32204AGAABAE39KIV47A9RUAGQ3GH8-2,huge,aculatard,ADJ,JJ,_,The meaning of aculatard is unusually great in size or amount or degree or especially extent or scope.,"The teenager chose a jeweled pin for her belly piercing, but the _ was too aculatard.",pin,piercing,0
32204AGAABAE39KIV47A9RUAGS3GHC-1,short,istrousnessy,ADJ,JJ,_,The meaning of istrousnessy is low in stature; not tall.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was istrousnessy.,Steven,Dennis,0
32204AGAABAE39KIV47A9RUAGS3GHC-2,tall,istrousnessy,ADJ,JJ,_,The meaning of istrousnessy is great in vertical dimension; high in stature.,Steven was worried about the height requirements for the rollercoaster more than Dennis was since _ was istrousnessy.,Steven,Dennis,1
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,warditedian,ADJ,JJ,_,The meaning of warditedian is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had warditedian heels.",shoes,boots,0
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,warditedian,ADJ,JJ,_,The meaning of warditedian is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had warditedian heels.",shoes,boots,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,llorty,ADJ,JJR,_,The meaning of llorty is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was llortier.,auditorium,park,0
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,small,llorty,ADJ,JJR,_,The meaning of llorty is limited or below average in number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was llortier.,auditorium,park,1
335VBRURDJYN4P68RXTUW7BAFJKE96-1,employ,alogisther,VERB,VBN,_,The verb to alogisther means to engage or hire for work.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was alogisther.",Matthew,Michael,1
335VBRURDJYN4P68RXTUW7BAFJKE96-2,unemployed,alogisther,ADJ,JJ,_,The meaning of alogisther is not engaged in a gainful occupation.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was alogisther.",Matthew,Michael,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-1,small,olenelly,ADJ,JJR,_,The meaning of olenelly is limited or below average in number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was more olenelly.",Nelson,Justin,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,big,olenelly,ADJ,JJR,_,The meaning of olenelly is above average in size or number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was more olenelly.",Nelson,Justin,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-1,think,ytivass,VERB,VBD,_,The verb to ytivass means to judge or regard; look upon; judge.,Cynthia gave a rabbit as a companion to Carrie because _ ytivassed they were lonely.,Carrie,Cynthia,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-2,explain,ytivass,VERB,VBD,_,The verb to ytivass means to make plain and comprehensible.,Cynthia gave a rabbit as a companion to Carrie because _ ytivassed they were lonely.,Carrie,Cynthia,0
33K3E8REWWTWWKEFHAD8K016GWBX82-1,big,ciphomim,ADJ,JJ,_,The meaning of ciphomim is above average in size or number or quantity or magnitude or extent.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was ciphomim.",chest,path,0
33K3E8REWWTWWKEFHAD8K016GWBX82-2,short,ciphomim,ADJ,JJ,_,The meaning of ciphomim is (primarily spatial sense) having little length or lacking in length.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was ciphomim.",chest,path,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-1,sell,cabirify,VERB,VB,_,The verb to cabirify means to exchange or deliver for money or its equivalent.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to cabirify it.",Lawrence,Justin,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-2,buy,cabirify,VERB,VB,_,The verb to cabirify means to obtain by purchase; acquire by means of a financial transaction.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to cabirify it.",Lawrence,Justin,0
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,nerotung,VERB,VBG,_,The verb to nerotung means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is nerotunging.,pole,frame,1
